Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR
08/11/2015,Arsenal,Tottenham,1.0,1.0,D,0.0,1.0,A
08/11/2015,Aston Villa,Man City,0.0,0.0,D,0.0,0.0,D
08/11/2015,Liverpool,Crystal Palace,1.0,2.0,A,1.0,1.0,D
21/11/2015,Chelsea,Norwich,1.0,0.0,H,0.0,0.0,D
21/11/2015,Everton,Aston Villa,4.0,0.0,H,3.0,0.0,H
21/11/2015,Man City,Liverpool,1.0,4.0,A,1.0,3.0,A
21/11/2015,Newcastle,Leicester,0.0,3.0,A,0.0,1.0,A
21/11/2015,Southampton,Stoke,0.0,1.0,A,0.0,1.0,A
21/11/2015,Swansea,Bournemouth,2.0,2.0,D,2.0,2.0,D
21/11/2015,Watford,Man United,1.0,2.0,A,0.0,1.0,A
21/11/2015,West Brom,Arsenal,2.0,1.0,H,2.0,1.0,H
22/11/2015,Tottenham,West Ham,4.0,1.0,H,2.0,0.0,H
23/11/2015,Crystal Palace,Sunderland,0.0,1.0,A,0.0,0.0,D
28/11/2015,Aston Villa,Watford,2.0,3.0,A,1.0,1.0,D
28/11/2015,Bournemouth,Everton,3.0,3.0,D,0.0,2.0,A
28/11/2015,Crystal Palace,Newcastle,5.0,1.0,H,3.0,1.0,H
28/11/2015,Leicester,Man United,1.0,1.0,D,1.0,1.0,D
28/11/2015,Man City,Southampton,3.0,1.0,H,2.0,0.0,H
28/11/2015,Sunderland,Stoke,2.0,0.0,H,0.0,0.0,D
29/11/2015,Liverpool,Swansea,1.0,0.0,H,0.0,0.0,D
29/11/2015,Norwich,Arsenal,1.0,1.0,D,1.0,1.0,D
29/11/2015,Tottenham,Chelsea,0.0,0.0,D,0.0,0.0,D
29/11/2015,West Ham,West Brom,1.0,1.0,D,1.0,0.0,H
05/12/2015,Arsenal,Sunderland,3.0,1.0,H,1.0,1.0,D
05/12/2015,Chelsea,Bournemouth,0.0,1.0,A,0.0,0.0,D
05/12/2015,Man United,West Ham,0.0,0.0,D,0.0,0.0,D
05/12/2015,Southampton,Aston Villa,1.0,1.0,D,0.0,1.0,A
05/12/2015,Stoke,Man City,2.0,0.0,H,2.0,0.0,H
05/12/2015,Swansea,Leicester,0.0,3.0,A,0.0,2.0,A
05/12/2015,Watford,Norwich,2.0,0.0,H,1.0,0.0,H
05/12/2015,West Brom,Tottenham,1.0,1.0,D,1.0,1.0,D
06/12/2015,Newcastle,Liverpool,2.0,0.0,H,0.0,0.0,D
07/12/2015,Everton,Crystal Palace,1.0,1.0,D,0.0,0.0,D
12/12/2015,Bournemouth,Man United,2.0,1.0,H,1.0,1.0,D
12/12/2015,Crystal Palace,Southampton,1.0,0.0,H,1.0,0.0,H
12/12/2015,Man City,Swansea,2.0,1.0,H,1.0,0.0,H
12/12/2015,Norwich,Everton,1.0,1.0,D,0.0,1.0,A
12/12/2015,Sunderland,Watford,0.0,1.0,A,0.0,1.0,A
12/12/2015,West Ham,Stoke,0.0,0.0,D,0.0,0.0,D
13/12/2015,Aston Villa,Arsenal,0.0,2.0,A,0.0,2.0,A
13/12/2015,Liverpool,West Brom,2.0,2.0,D,1.0,1.0,D
13/12/2015,Tottenham,Newcastle,1.0,2.0,A,1.0,0.0,H
14/12/2015,Leicester,Chelsea,2.0,1.0,H,1.0,0.0,H
19/12/2015,Chelsea,Sunderland,3.0,1.0,H,2.0,0.0,H
19/12/2015,Everton,Leicester,2.0,3.0,A,1.0,1.0,D
19/12/2015,Man United,Norwich,1.0,2.0,A,0.0,1.0,A
19/12/2015,Newcastle,Aston Villa,1.0,1.0,D,1.0,0.0,H
19/12/2015,Southampton,Tottenham,0.0,2.0,A,0.0,2.0,A
19/12/2015,Stoke,Crystal Palace,1.0,2.0,A,0.0,1.0,A
19/12/2015,West Brom,Bournemouth,1.0,2.0,A,0.0,0.0,D
20/12/2015,Swansea,West Ham,0.0,0.0,D,0.0,0.0,D
20/12/2015,Watford,Liverpool,3.0,0.0,H,2.0,0.0,H
21/12/2015,Arsenal,Man City,2.0,1.0,H,2.0,0.0,H
26/12/2015,Aston Villa,West Ham,1.0,1.0,D,0.0,1.0,A
26/12/2015,Bournemouth,Crystal Palace,0.0,0.0,D,0.0,0.0,D
26/12/2015,Chelsea,Watford,2.0,2.0,D,1.0,1.0,D
26/12/2015,Liverpool,Leicester,1.0,0.0,H,0.0,0.0,D
26/12/2015,Man City,Sunderland,4.0,1.0,H,3.0,0.0,H
26/12/2015,Newcastle,Everton,0.0,1.0,A,0.0,0.0,D
26/12/2015,Southampton,Arsenal,4.0,0.0,H,1.0,0.0,H
26/12/2015,Stoke,Man United,2.0,0.0,H,2.0,0.0,H
26/12/2015,Swansea,West Brom,1.0,0.0,H,1.0,0.0,H
26/12/2015,Tottenham,Norwich,3.0,0.0,H,2.0,0.0,H
28/12/2015,Arsenal,Bournemouth,2.0,0.0,H,1.0,0.0,H
28/12/2015,Crystal Palace,Swansea,0.0,0.0,D,0.0,0.0,D
28/12/2015,Everton,Stoke,3.0,4.0,A,1.0,2.0,A
28/12/2015,Man United,Chelsea,0.0,0.0,D,0.0,0.0,D
28/12/2015,Norwich,Aston Villa,2.0,0.0,H,1.0,0.0,H
28/12/2015,Watford,Tottenham,1.0,2.0,A,1.0,1.0,D
28/12/2015,West Brom,Newcastle,1.0,0.0,H,0.0,0.0,D
28/12/2015,West Ham,Southampton,2.0,1.0,H,0.0,1.0,A
29/12/2015,Leicester,Man City,0.0,0.0,D,0.0,0.0,D
30/12/2015,Sunderland,Liverpool,0.0,1.0,A,0.0,0.0,D
02/01/2016,Arsenal,Newcastle,1.0,0.0,H,0.0,0.0,D
02/01/2016,Leicester,Bournemouth,0.0,0.0,D,0.0,0.0,D
02/01/2016,Man United,Swansea,2.0,1.0,H,0.0,0.0,D
02/01/2016,Norwich,Southampton,1.0,0.0,H,0.0,0.0,D
02/01/2016,Sunderland,Aston Villa,3.0,1.0,H,1.0,0.0,H
02/01/2016,Watford,Man City,1.0,2.0,A,0.0,0.0,D
02/01/2016,West Brom,Stoke,2.0,1.0,H,0.0,0.0,D
02/01/2016,West Ham,Liverpool,2.0,0.0,H,1.0,0.0,H
03/01/2016,Crystal Palace,Chelsea,0.0,3.0,A,0.0,1.0,A
03/01/2016,Everton,Tottenham,1.0,1.0,D,1.0,1.0,D
12/01/2016,Aston Villa,Crystal Palace,1.0,0.0,H,0.0,0.0,D
12/01/2016,Bournemouth,West Ham,1.0,3.0,A,1.0,0.0,H
12/01/2016,Newcastle,Man United,3.0,3.0,D,1.0,2.0,A
13/01/2016,Chelsea,West Brom,2.0,2.0,D,1.0,1.0,D
13/01/2016,Liverpool,Arsenal,3.0,3.0,D,2.0,2.0,D
13/01/2016,Man City,Everton,0.0,0.0,D,0.0,0.0,D
13/01/2016,Southampton,Watford,2.0,0.0,H,1.0,0.0,H
13/01/2016,Stoke,Norwich,3.0,1.0,H,0.0,0.0,D
13/01/2016,Swansea,Sunderland,2.0,4.0,A,2.0,1.0,H
13/01/2016,Tottenham,Leicester,0.0,1.0,A,0.0,0.0,D
16/01/2016,Aston Villa,Leicester,1.0,1.0,D,0.0,1.0,A
16/01/2016,Bournemouth,Norwich,3.0,0.0,H,1.0,0.0,H
16/01/2016,Chelsea,Everton,3.0,3.0,D,0.0,0.0,D
16/01/2016,Man City,Crystal Palace,4.0,0.0,H,2.0,0.0,H
16/01/2016,Newcastle,West Ham,2.0,1.0,H,2.0,0.0,H
16/01/2016,Southampton,West Brom,3.0,0.0,H,2.0,0.0,H
16/01/2016,Tottenham,Sunderland,4.0,1.0,H,1.0,1.0,D
17/01/2016,Liverpool,Man United,0.0,1.0,A,0.0,0.0,D
17/01/2016,Stoke,Arsenal,0.0,0.0,D,0.0,0.0,D
18/01/2016,Swansea,Watford,1.0,0.0,H,1.0,0.0,H
23/01/2016,Crystal Palace,Tottenham,1.0,3.0,A,1.0,0.0,H
23/01/2016,Leicester,Stoke,3.0,0.0,H,1.0,0.0,H
23/01/2016,Man United,Southampton,0.0,1.0,A,0.0,0.0,D
23/01/2016,Norwich,Liverpool,4.0,5.0,A,2.0,1.0,H
23/01/2016,Sunderland,Bournemouth,1.0,1.0,D,1.0,1.0,D
23/01/2016,Watford,Newcastle,2.0,1.0,H,0.0,0.0,D
23/01/2016,West Brom,Aston Villa,0.0,0.0,D,0.0,0.0,D
23/01/2016,West Ham,Man City,2.0,2.0,D,1.0,1.0,D
24/01/2016,Arsenal,Chelsea,0.0,1.0,A,0.0,1.0,A
24/01/2016,Everton,Swansea,1.0,2.0,A,1.0,2.0,A
02/02/2016,Arsenal,Southampton,0.0,0.0,D,0.0,0.0,D
02/02/2016,Crystal Palace,Bournemouth,1.0,2.0,A,1.0,1.0,D
02/02/2016,Leicester,Liverpool,2.0,0.0,H,0.0,0.0,D
02/02/2016,Man United,Stoke,3.0,0.0,H,2.0,0.0,H
02/02/2016,Norwich,Tottenham,0.0,3.0,A,0.0,2.0,A
02/02/2016,Sunderland,Man City,0.0,1.0,A,0.0,1.0,A
02/02/2016,West Brom,Swansea,1.0,1.0,D,0.0,0.0,D
02/02/2016,West Ham,Aston Villa,2.0,0.0,H,0.0,0.0,D
03/02/2016,Everton,Newcastle,3.0,0.0,H,1.0,0.0,H
03/02/2016,Watford,Chelsea,0.0,0.0,D,0.0,0.0,D
06/02/2016,Aston Villa,Norwich,2.0,0.0,H,1.0,0.0,H
06/02/2016,Liverpool,Sunderland,2.0,2.0,D,0.0,0.0,D
06/02/2016,Man City,Leicester,1.0,3.0,A,0.0,1.0,A
06/02/2016,Newcastle,West Brom,1.0,0.0,H,1.0,0.0,H
06/02/2016,Southampton,West Ham,1.0,0.0,H,1.0,0.0,H
06/02/2016,Stoke,Everton,0.0,3.0,A,0.0,3.0,A
06/02/2016,Swansea,Crystal Palace,1.0,1.0,D,1.0,0.0,H
06/02/2016,Tottenham,Watford,1.0,0.0,H,0.0,0.0,D
07/02/2016,Bournemouth,Arsenal,0.0,2.0,A,0.0,2.0,A
07/02/2016,Chelsea,Man United,1.0,1.0,D,0.0,0.0,D
13/02/2016,Bournemouth,Stoke,1.0,3.0,A,0.0,1.0,A
13/02/2016,Chelsea,Newcastle,5.0,1.0,H,3.0,0.0,H
13/02/2016,Crystal Palace,Watford,1.0,2.0,A,1.0,1.0,D
13/02/2016,Everton,West Brom,0.0,1.0,A,0.0,1.0,A
13/02/2016,Norwich,West Ham,2.0,2.0,D,0.0,0.0,D
13/02/2016,Sunderland,Man United,2.0,1.0,H,1.0,1.0,D
13/02/2016,Swansea,Southampton,0.0,1.0,A,0.0,0.0,D
14/02/2016,Arsenal,Leicester,2.0,1.0,H,0.0,1.0,A
14/02/2016,Aston Villa,Liverpool,0.0,6.0,A,0.0,2.0,A
14/02/2016,Man City,Tottenham,1.0,2.0,A,0.0,0.0,D
27/02/2016,Leicester,Norwich,1.0,0.0,H,0.0,0.0,D
27/02/2016,Southampton,Chelsea,1.0,2.0,A,1.0,0.0,H
27/02/2016,Stoke,Aston Villa,2.0,1.0,H,0.0,0.0,D
27/02/2016,Watford,Bournemouth,0.0,0.0,D,0.0,0.0,D
27/02/2016,West Brom,Crystal Palace,3.0,2.0,H,3.0,0.0,H
27/02/2016,West Ham,Sunderland,1.0,0.0,H,1.0,0.0,H
28/02/2016,Tottenham,Swansea,2.0,1.0,H,0.0,1.0,A
28/02/2016,Man United,Arsenal,3.0,2.0,H,2.0,1.0,H
01/03/2016,Aston Villa,Everton,1.0,3.0,A,0.0,2.0,A
01/03/2016,Bournemouth,Southampton,2.0,0.0,H,1.0,0.0,H
01/03/2016,Leicester,West Brom,2.0,2.0,D,2.0,1.0,H
01/03/2016,Norwich,Chelsea,1.0,2.0,A,0.0,2.0,A
01/03/2016,Sunderland,Crystal Palace,2.0,2.0,D,1.0,0.0,H
02/03/2016,Arsenal,Swansea,1.0,2.0,A,1.0,1.0,D
02/03/2016,Liverpool,Man City,3.0,0.0,H,2.0,0.0,H
02/03/2016,Man United,Watford,1.0,0.0,H,0.0,0.0,D
02/03/2016,Stoke,Newcastle,1.0,0.0,H,0.0,0.0,D
02/03/2016,West Ham,Tottenham,1.0,0.0,H,1.0,0.0,H
05/03/2016,Chelsea,Stoke,1.0,1.0,D,1.0,0.0,H
05/03/2016,Everton,West Ham,2.0,3.0,A,1.0,0.0,H
05/03/2016,Man City,Aston Villa,4.0,0.0,H,0.0,0.0,D
05/03/2016,Newcastle,Bournemouth,1.0,3.0,A,0.0,1.0,A
05/03/2016,Southampton,Sunderland,1.0,1.0,D,0.0,0.0,D
05/03/2016,Swansea,Norwich,1.0,0.0,H,0.0,0.0,D
05/03/2016,Tottenham,Arsenal,2.0,2.0,D,0.0,1.0,A
05/03/2016,Watford,Leicester,0.0,1.0,A,0.0,0.0,D
06/03/2016,Crystal Palace,Liverpool,1.0,2.0,A,0.0,0.0,D
06/03/2016,West Brom,Man United,1.0,0.0,H,0.0,0.0,D
12/03/2016,Bournemouth,Swansea,3.0,2.0,H,1.0,1.0,D
12/03/2016,Norwich,Man City,0.0,0.0,D,0.0,0.0,D
12/03/2016,Stoke,Southampton,1.0,2.0,A,0.0,2.0,A
13/03/2016,Aston Villa,Tottenham,0.0,2.0,A,0.0,1.0,A
14/03/2016,Leicester,Newcastle,1.0,0.0,H,1.0,0.0,H
19/03/2016,Chelsea,West Ham,2.0,2.0,D,1.0,1.0,D
19/03/2016,Crystal Palace,Leicester,0.0,1.0,A,0.0,1.0,A
19/03/2016,Everton,Arsenal,0.0,2.0,A,0.0,2.0,A
19/03/2016,Swansea,Aston Villa,1.0,0.0,H,0.0,0.0,D
19/03/2016,Watford,Stoke,1.0,2.0,A,0.0,1.0,A
19/03/2016,West Brom,Norwich,0.0,1.0,A,0.0,0.0,D
20/03/2016,Man City,Man United,0.0,1.0,A,0.0,1.0,A
20/03/2016,Newcastle,Sunderland,1.0,1.0,D,0.0,1.0,A
20/03/2016,Southampton,Liverpool,3.0,2.0,H,0.0,2.0,A
20/03/2016,Tottenham,Bournemouth,3.0,0.0,H,2.0,0.0,H
02/04/2016,Arsenal,Watford,4.0,0.0,H,2.0,0.0,H
02/04/2016,Aston Villa,Chelsea,0.0,4.0,A,0.0,2.0,A
02/04/2016,Bournemouth,Man City,0.0,4.0,A,0.0,3.0,A
02/04/2016,Liverpool,Tottenham,1.0,1.0,D,0.0,0.0,D
02/04/2016,Norwich,Newcastle,3.0,2.0,H,1.0,0.0,H
02/04/2016,Stoke,Swansea,2.0,2.0,D,1.0,0.0,H
02/04/2016,Sunderland,West Brom,0.0,0.0,D,0.0,0.0,D
02/04/2016,West Ham,Crystal Palace,2.0,2.0,D,2.0,1.0,H
03/04/2016,Leicester,Southampton,1.0,0.0,H,1.0,0.0,H
03/04/2016,Man United,Everton,1.0,0.0,H,0.0,0.0,D
09/04/2016,Aston Villa,Bournemouth,1.0,2.0,A,0.0,1.0,A
09/04/2016,Crystal Palace,Norwich,1.0,0.0,H,0.0,0.0,D
09/04/2016,Man City,West Brom,2.0,1.0,H,1.0,1.0,D
09/04/2016,Southampton,Newcastle,3.0,1.0,H,2.0,0.0,H
09/04/2016,Swansea,Chelsea,1.0,0.0,H,1.0,0.0,H
09/04/2016,Watford,Everton,1.0,1.0,D,1.0,1.0,D
09/04/2016,West Ham,Arsenal,3.0,3.0,D,2.0,2.0,D
10/04/2016,Liverpool,Stoke,4.0,1.0,H,2.0,1.0,H
10/04/2016,Sunderland,Leicester,0.0,2.0,A,0.0,0.0,D
10/04/2016,Tottenham,Man United,3.0,0.0,H,0.0,0.0,D
13/04/2016,Crystal Palace,Everton,0.0,0.0,D,0.0,0.0,D
16/04/2016,Chelsea,Man City,0.0,3.0,A,0.0,1.0,A
16/04/2016,Everton,Southampton,1.0,1.0,D,0.0,0.0,D
16/04/2016,Man United,Aston Villa,1.0,0.0,H,1.0,0.0,H
16/04/2016,Newcastle,Swansea,3.0,0.0,H,1.0,0.0,H
16/04/2016,Norwich,Sunderland,0.0,3.0,A,0.0,1.0,A
16/04/2016,West Brom,Watford,0.0,1.0,A,0.0,1.0,A
17/04/2016,Arsenal,Crystal Palace,1.0,1.0,D,1.0,0.0,H
17/04/2016,Bournemouth,Liverpool,1.0,2.0,A,0.0,2.0,A
17/04/2016,Leicester,West Ham,2.0,2.0,D,1.0,0.0,H
18/04/2016,Stoke,Tottenham,0.0,4.0,A,0.0,1.0,A
19/04/2016,Newcastle,Man City,1.0,1.0,D,1.0,1.0,D
20/04/2016,Liverpool,Everton,4.0,0.0,H,2.0,0.0,H
20/04/2016,Man United,Crystal Palace,2.0,0.0,H,1.0,0.0,H
20/04/2016,West Ham,Watford,3.0,1.0,H,2.0,0.0,H
21/04/2016,Arsenal,West Brom,2.0,0.0,H,2.0,0.0,H
23/04/2016,Aston Villa,Southampton,2.0,4.0,A,1.0,2.0,A
23/04/2016,Bournemouth,Chelsea,1.0,4.0,A,1.0,2.0,A
23/04/2016,Liverpool,Newcastle,2.0,2.0,D,2.0,0.0,H
23/04/2016,Man City,Stoke,4.0,0.0,H,2.0,0.0,H
24/04/2016,Leicester,Swansea,4.0,0.0,H,2.0,0.0,H
24/04/2016,Sunderland,Arsenal,0.0,0.0,D,0.0,0.0,D
25/04/2016,Tottenham,West Brom,1.0,1.0,D,1.0,0.0,H
30/04/2016,Arsenal,Norwich,1.0,0.0,H,0.0,0.0,D
30/04/2016,Everton,Bournemouth,2.0,1.0,H,1.0,1.0,D
30/04/2016,Newcastle,Crystal Palace,1.0,0.0,H,0.0,0.0,D
30/04/2016,Stoke,Sunderland,1.0,1.0,D,0.0,0.0,D
30/04/2016,Watford,Aston Villa,3.0,2.0,H,1.0,1.0,D
30/04/2016,West Brom,West Ham,0.0,3.0,A,0.0,2.0,A
01/05/2016,Man United,Leicester,1.0,1.0,D,1.0,1.0,D
01/05/2016,Southampton,Man City,4.0,2.0,H,2.0,1.0,H
01/05/2016,Swansea,Liverpool,3.0,1.0,H,2.0,0.0,H
02/05/2016,Chelsea,Tottenham,2.0,2.0,D,0.0,2.0,A
07/05/2016,Aston Villa,Newcastle,0.0,0.0,D,0.0,0.0,D
07/05/2016,Bournemouth,West Brom,1.0,1.0,D,0.0,1.0,A
07/05/2016,Crystal Palace,Stoke,2.0,1.0,H,0.0,1.0,A
07/05/2016,Leicester,Everton,3.0,1.0,H,2.0,0.0,H
07/05/2016,Norwich,Man United,0.0,1.0,A,0.0,0.0,D
07/05/2016,Sunderland,Chelsea,3.0,2.0,H,1.0,2.0,A
07/05/2016,West Ham,Swansea,1.0,4.0,A,0.0,2.0,A
08/05/2016,Liverpool,Watford,2.0,0.0,H,1.0,0.0,H
08/05/2016,Man City,Arsenal,2.0,2.0,D,1.0,1.0,D
08/05/2016,Tottenham,Southampton,1.0,2.0,A,1.0,1.0,D
10/05/2016,West Ham,Man United,3.0,2.0,H,1.0,0.0,H
11/05/2016,Liverpool,Chelsea,1.0,1.0,D,0.0,1.0,A
11/05/2016,Norwich,Watford,4.0,2.0,H,3.0,1.0,H
11/05/2016,Sunderland,Everton,3.0,0.0,H,2.0,0.0,H
15/05/2016,Arsenal,Aston Villa,4.0,0.0,H,1.0,0.0,H
15/05/2016,Chelsea,Leicester,1.0,1.0,D,0.0,0.0,D
15/05/2016,Everton,Norwich,3.0,0.0,H,2.0,0.0,H
15/05/2016,Newcastle,Tottenham,5.0,1.0,H,2.0,0.0,H
15/05/2016,Southampton,Crystal Palace,4.0,1.0,H,1.0,0.0,H
15/05/2016,Stoke,West Ham,2.0,1.0,H,0.0,1.0,A
15/05/2016,Swansea,Man City,1.0,1.0,D,1.0,1.0,D
15/05/2016,Watford,Sunderland,2.0,2.0,D,0.0,1.0,A
15/05/2016,West Brom,Liverpool,1.0,1.0,D,1.0,1.0,D
17/05/2016,Man United,Bournemouth,3.0,1.0,H,1.0,0.0,H
13/08/16,Burnley,Swansea,0.0,1.0,A,0.0,0.0,D
13/08/16,Crystal Palace,West Brom,0.0,1.0,A,0.0,0.0,D
13/08/16,Everton,Tottenham,1.0,1.0,D,1.0,0.0,H
13/08/16,Hull,Leicester,2.0,1.0,H,1.0,0.0,H
13/08/16,Man City,Sunderland,2.0,1.0,H,1.0,0.0,H
13/08/16,Middlesbrough,Stoke,1.0,1.0,D,1.0,0.0,H
13/08/16,Southampton,Watford,1.0,1.0,D,0.0,1.0,A
14/08/16,Arsenal,Liverpool,3.0,4.0,A,1.0,1.0,D
14/08/16,Bournemouth,Man United,1.0,3.0,A,0.0,1.0,A
15/08/16,Chelsea,West Ham,2.0,1.0,H,0.0,0.0,D
19/08/16,Man United,Southampton,2.0,0.0,H,1.0,0.0,H
20/08/16,Burnley,Liverpool,2.0,0.0,H,2.0,0.0,H
20/08/16,Leicester,Arsenal,0.0,0.0,D,0.0,0.0,D
20/08/16,Stoke,Man City,1.0,4.0,A,0.0,2.0,A
20/08/16,Swansea,Hull,0.0,2.0,A,0.0,0.0,D
20/08/16,Tottenham,Crystal Palace,1.0,0.0,H,0.0,0.0,D
20/08/16,Watford,Chelsea,1.0,2.0,A,0.0,0.0,D
20/08/16,West Brom,Everton,1.0,2.0,A,1.0,1.0,D
21/08/16,Sunderland,Middlesbrough,1.0,2.0,A,0.0,2.0,A
21/08/16,West Ham,Bournemouth,1.0,0.0,H,0.0,0.0,D
27/08/16,Chelsea,Burnley,3.0,0.0,H,2.0,0.0,H
27/08/16,Crystal Palace,Bournemouth,1.0,1.0,D,0.0,1.0,A
27/08/16,Everton,Stoke,1.0,0.0,H,0.0,0.0,D
27/08/16,Hull,Man United,0.0,1.0,A,0.0,0.0,D
27/08/16,Leicester,Swansea,2.0,1.0,H,1.0,0.0,H
27/08/16,Southampton,Sunderland,1.0,1.0,D,0.0,0.0,D
27/08/16,Tottenham,Liverpool,1.0,1.0,D,0.0,1.0,A
27/08/16,Watford,Arsenal,1.0,3.0,A,0.0,3.0,A
28/08/16,Man City,West Ham,3.0,1.0,H,2.0,0.0,H
28/08/16,West Brom,Middlesbrough,0.0,0.0,D,0.0,0.0,D
10/09/16,Arsenal,Southampton,2.0,1.0,H,1.0,1.0,D
10/09/16,Bournemouth,West Brom,1.0,0.0,H,0.0,0.0,D
10/09/16,Burnley,Hull,1.0,1.0,D,0.0,0.0,D
10/09/16,Liverpool,Leicester,4.0,1.0,H,2.0,1.0,H
10/09/16,Man United,Man City,1.0,2.0,A,1.0,2.0,A
10/09/16,Middlesbrough,Crystal Palace,1.0,2.0,A,1.0,1.0,D
10/09/16,Stoke,Tottenham,0.0,4.0,A,0.0,1.0,A
10/09/16,West Ham,Watford,2.0,4.0,A,2.0,2.0,D
11/09/16,Swansea,Chelsea,2.0,2.0,D,0.0,1.0,A
12/09/16,Sunderland,Everton,0.0,3.0,A,0.0,0.0,D
16/09/16,Chelsea,Liverpool,1.0,2.0,A,0.0,2.0,A
17/09/16,Everton,Middlesbrough,3.0,1.0,H,3.0,1.0,H
17/09/16,Hull,Arsenal,1.0,4.0,A,0.0,1.0,A
17/09/16,Leicester,Burnley,3.0,0.0,H,1.0,0.0,H
17/09/16,Man City,Bournemouth,4.0,0.0,H,2.0,0.0,H
17/09/16,West Brom,West Ham,4.0,2.0,H,3.0,0.0,H
18/09/16,Crystal Palace,Stoke,4.0,1.0,H,2.0,0.0,H
18/09/16,Southampton,Swansea,1.0,0.0,H,0.0,0.0,D
18/09/16,Tottenham,Sunderland,1.0,0.0,H,0.0,0.0,D
18/09/16,Watford,Man United,3.0,1.0,H,1.0,0.0,H
24/09/16,Arsenal,Chelsea,3.0,0.0,H,3.0,0.0,H
24/09/16,Bournemouth,Everton,1.0,0.0,H,1.0,0.0,H
24/09/16,Liverpool,Hull,5.0,1.0,H,3.0,0.0,H
24/09/16,Man United,Leicester,4.0,1.0,H,4.0,0.0,H
24/09/16,Middlesbrough,Tottenham,1.0,2.0,A,0.0,2.0,A
24/09/16,Stoke,West Brom,1.0,1.0,D,0.0,0.0,D
24/09/16,Sunderland,Crystal Palace,2.0,3.0,A,1.0,0.0,H
24/09/16,Swansea,Man City,1.0,3.0,A,1.0,1.0,D
25/09/16,West Ham,Southampton,0.0,3.0,A,0.0,1.0,A
26/09/16,Burnley,Watford,2.0,0.0,H,1.0,0.0,H
30/09/16,Everton,Crystal Palace,1.0,1.0,D,1.0,0.0,H
01/10/16,Hull,Chelsea,0.0,2.0,A,0.0,0.0,D
01/10/16,Sunderland,West Brom,1.0,1.0,D,0.0,1.0,A
01/10/16,Swansea,Liverpool,1.0,2.0,A,1.0,0.0,H
01/10/16,Watford,Bournemouth,2.0,2.0,D,0.0,1.0,A
01/10/16,West Ham,Middlesbrough,1.0,1.0,D,0.0,0.0,D
02/10/16,Burnley,Arsenal,0.0,1.0,A,0.0,0.0,D
02/10/16,Leicester,Southampton,0.0,0.0,D,0.0,0.0,D
02/10/16,Man United,Stoke,1.0,1.0,D,0.0,0.0,D
02/10/16,Tottenham,Man City,2.0,0.0,H,2.0,0.0,H
15/10/16,Arsenal,Swansea,3.0,2.0,H,2.0,1.0,H
15/10/16,Bournemouth,Hull,6.0,1.0,H,3.0,1.0,H
15/10/16,Chelsea,Leicester,3.0,0.0,H,2.0,0.0,H
15/10/16,Crystal Palace,West Ham,0.0,1.0,A,0.0,1.0,A
15/10/16,Man City,Everton,1.0,1.0,D,0.0,0.0,D
15/10/16,Stoke,Sunderland,2.0,0.0,H,2.0,0.0,H
15/10/16,West Brom,Tottenham,1.0,1.0,D,0.0,0.0,D
16/10/16,Middlesbrough,Watford,0.0,1.0,A,0.0,0.0,D
16/10/16,Southampton,Burnley,3.0,1.0,H,0.0,0.0,D
17/10/16,Liverpool,Man United,0.0,0.0,D,0.0,0.0,D
22/10/16,Arsenal,Middlesbrough,0.0,0.0,D,0.0,0.0,D
22/10/16,Bournemouth,Tottenham,0.0,0.0,D,0.0,0.0,D
22/10/16,Burnley,Everton,2.0,1.0,H,1.0,0.0,H
22/10/16,Hull,Stoke,0.0,2.0,A,0.0,1.0,A
22/10/16,Leicester,Crystal Palace,3.0,1.0,H,1.0,0.0,H
22/10/16,Liverpool,West Brom,2.0,1.0,H,2.0,0.0,H
22/10/16,Swansea,Watford,0.0,0.0,D,0.0,0.0,D
22/10/16,West Ham,Sunderland,1.0,0.0,H,0.0,0.0,D
23/10/16,Chelsea,Man United,4.0,0.0,H,2.0,0.0,H
23/10/16,Man City,Southampton,1.0,1.0,D,0.0,1.0,A
29/10/16,Crystal Palace,Liverpool,2.0,4.0,A,2.0,3.0,A
29/10/16,Man United,Burnley,0.0,0.0,D,0.0,0.0,D
29/10/16,Middlesbrough,Bournemouth,2.0,0.0,H,1.0,0.0,H
29/10/16,Sunderland,Arsenal,1.0,4.0,A,0.0,1.0,A
29/10/16,Tottenham,Leicester,1.0,1.0,D,1.0,0.0,H
29/10/16,Watford,Hull,1.0,0.0,H,0.0,0.0,D
29/10/16,West Brom,Man City,0.0,4.0,A,0.0,2.0,A
30/10/16,Everton,West Ham,2.0,0.0,H,0.0,0.0,D
30/10/16,Southampton,Chelsea,0.0,2.0,A,0.0,1.0,A
31/10/16,Stoke,Swansea,3.0,1.0,H,1.0,1.0,D
05/11/16,Bournemouth,Sunderland,1.0,2.0,A,1.0,1.0,D
05/11/16,Burnley,Crystal Palace,3.0,2.0,H,2.0,0.0,H
05/11/16,Chelsea,Everton,5.0,0.0,H,3.0,0.0,H
05/11/16,Man City,Middlesbrough,1.0,1.0,D,1.0,0.0,H
05/11/16,West Ham,Stoke,1.0,1.0,D,0.0,0.0,D
06/11/16,Arsenal,Tottenham,1.0,1.0,D,1.0,0.0,H
06/11/16,Hull,Southampton,2.0,1.0,H,0.0,1.0,A
06/11/16,Leicester,West Brom,1.0,2.0,A,0.0,0.0,D
